iter	RMSE
131	0.5504419189
132	0.5490595456
133	0.5484599496
134	0.5479646896
135	0.546424982
136	0.5458855096
137	0.545178044
138	0.5434411113
139	0.5426465964
140	0.5419771285
141	0.5413528641
142	0.5404564265
143	0.5389796075
144	0.5377694391
145	0.5374316119
146	0.5365225637
147	0.5362088695
148	0.5356877406
149	0.5348991652
150	0.5341397495
151	0.5337346169
152	0.5334769477
153	0.5332451242
154	0.5326323233
155	0.5321012325
156	0.5315654083
157	0.5313576544
158	0.5309975169
159	0.5307941274
160	0.5301304383
161	0.529726673
162	0.5291752653
163	0.5282138373
164	0.5282060562
165	0.527729373
166	0.5265830451
167	0.5264216413
168	0.5258428843
169	0.5256713914
170	0.5247596276
171	0.5243601658
172	0.5238425862
173	0.5234451331
174	0.5233161757
175	0.5230643804
176	0.5230087715
177	0.5223465956
178	0.5221973203
179	0.5218193346
180	0.5215075332
181	0.5209344229
182	0.5207212175
183	0.5203698733
184	0.5196183268
185	0.5193734244
186	0.5189685198
187	0.5186878611
188	0.5176162737
189	0.517205148
190	0.5169745045
191	0.5167680067
192	0.5163279713
193	0.5161696865
194	0.5155837545
195	0.5149331113
196	0.5143661232
197	0.5141105016
198	0.5138177968
199	0.5136810141
200	0.5134594976
201	0.5133852749
202	0.5132079171
203	0.5128281646
204	0.5121782149
205	0.5119083526
206	0.5110972662
207	0.5109211603
208	0.5105058491
209	0.5102521106
210	0.5091305923
211	0.508807497
212	0.5087078231
213	0.5086426205
214	0.5078219472
215	0.5069523486
216	0.5065271676
217	0.505849079
218	0.5054817884
219	0.5054042973
220	0.5052587179
221	0.5051126713
222	0.5047080162
223	0.5041323406
224	0.5039982427
225	0.5039575517
226	0.5035579691
227	0.5035285906
228	0.5032577324
229	0.5032337433
230	0.5031688276
231	0.5029748557
232	0.5024885725
233	0.5022529386
234	0.5020708211
235	0.5020535641
236	0.5018613014
237	0.5015461153
238	0.5013156089
239	0.5001555854
240	0.4999758259
241	0.4999262426
242	0.4996475847
243	0.4994480303
244	0.4993209345
245	0.4992642873
246	0.4991512031
247	0.4990952826
248	0.4989138208
249	0.4988466491
250	0.4986932399
251	0.4985631367
252	0.4984184611
253	0.4984053015
254	0.4979063583
255	0.4978668378
256	0.4977315123
257	0.4977115153
258	0.4970336162
259	0.4963915761
260	0.4963307282
261	0.4961904236
262	0.4960784286
263	0.4959256357
264	0.4957957306
265	0.4951665751
266	0.494874096
267	0.4948417999
268	0.4944983642
269	0.4944777441
270	0.4941506904
271	0.4939590626
272	0.4931450841
273	0.4930855782
274	0.4929634655
275	0.4924534255
276	0.4920541923
277	0.491816209
278	0.49172841
279	0.4916328178
280	0.491273176
281	0.4910136695
282	0.4907685578
283	0.4906897062
284	0.4904932227
285	0.4904870621
286	0.4904259489
287	0.4903771521
288	0.4902890661
289	0.4899225918
290	0.4898884199
291	0.4898629868
292	0.4896266586
293	0.4894446999
294	0.4893008404
295	0.4892637274
296	0.4891995339
297	0.4885103214
298	0.4884434342
299	0.4881281655
300	0.4879522663
301	0.4875757089
302	0.4871099498
303	0.4868399143
304	0.4859528527
305	0.485885245
306	0.485846132
307	0.4858420495
308	0.4857979069
309	0.4857660687
310	0.4854100753
311	0.4847116338
312	0.4847096986
313	0.4845796681
314	0.4842915886
315	0.4842045694
316	0.484110154
317	0.483851556
318	0.4835479092
319	0.4834347182
320	0.4833639437
321	0.4832851583
322	0.4832558512
323	0.483127119
324	0.4831113196
325	0.4830288759
326	0.4829706292
327	0.4828253004
328	0.4825847542
329	0.482558491
330	0.4823137439
331	0.4823073453
332	0.4822692486
333	0.4819100333
334	0.4811373441
335	0.481065413
336	0.4810619747
337	0.4809061231
338	0.4807331073
339	0.4806392762
340	0.4805557379
341	0.4804804859
342	0.4802325178
343	0.4801109093
344	0.480043881
345	0.4795325229
346	0.4793129271
347	0.4791965244
348	0.479161199
349	0.4791172479
350	0.4790799438
351	0.4790077336
352	0.4787877925
353	0.4787465741
354	0.4780960763
355	0.4779960502
356	0.4777607161
357	0.47710086
358	0.4768879823
359	0.476859213
360	0.4768054687
361	0.4766941766
362	0.4766531978
363	0.4766243242
364	0.4765992649
365	0.4764877143
366	0.47638956
367	0.4763312079
368	0.4760580816
369	0.4760041264
370	0.4759316
371	0.4758128652
372	0.4757807049
373	0.4757127654
374	0.4754430941
375	0.4754325818
376	0.4753728921
377	0.4753178951
378	0.4753012787
379	0.4749762619
380	0.4749679252
381	0.4749056894
382	0.4747990946
383	0.474453345
384	0.4744386906
385	0.47440366
386	0.4743221484
387	0.4742646289
388	0.4742373765
389	0.4742274112
390	0.4742113606
391	0.4741783669
392	0.4741514719
393	0.4741265538
394	0.4740376837
395	0.4739455185
396	0.4738552696
397	0.4738263011
398	0.4738028318
399	0.473754726
400	0.4737304974
401	0.4736472372
402	0.4732513395
403	0.4732284318
404	0.4732106829
405	0.4730596615
406	0.472997432
407	0.472973422
408	0.4729367991
409	0.4728353938
410	0.472820977
411	0.472765153
412	0.4727586251
413	0.4727563078
414	0.4726915692
415	0.4725838234
416	0.4725451702
417	0.4725357905
418	0.472428464
419	0.4723833711
420	0.4723720934
421	0.4723615279
422	0.4723518414
423	0.4722295074
424	0.4721047302
425	0.4718797508
426	0.471845122
427	0.4718076527
428	0.4717891977
429	0.4717872551
430	0.4717744454
431	0.4717428446
432	0.4716968209
433	0.4714205994
434	0.4714134302
435	0.4713985445
436	0.4713618752
437	0.4713265704
438	0.4712955321
439	0.4712383574
440	0.4712378864
441	0.4712061433
442	0.4711737142
443	0.4711048215
444	0.4710807302
445	0.4710322704
446	0.4709378749
447	0.4708995275
448	0.4708393697
449	0.4708251655
450	0.47074057
451	0.4707221949
452	0.4704776826
453	0.4704500282
454	0.4704112148
455	0.4704058111
456	0.4703830998
457	0.4703101937
458	0.4702845392
459	0.4700747591
460	0.4696722521
461	0.4696491394
462	0.4692226453
463	0.4692083768
464	0.4688149316
465	0.4687997038
466	0.4684225012
467	0.4684084224
468	0.4683242619
469	0.4683176568
470	0.4682862356
471	0.4679945067
472	0.4679625436
473	0.4679464005
474	0.4679447938
475	0.4679169591
476	0.4677173235
477	0.4676311552
478	0.4672621578
479	0.4669118547
480	0.4668779157
481	0.4665900942
482	0.4665886363
483	0.4663729716
484	0.4661522456
485	0.4661453793
486	0.4661293116
487	0.4659493798
488	0.4657937598
489	0.4657726837
490	0.4657463334
491	0.4656928441
492	0.4656086387
493	0.4653817805
494	0.4653119841
495	0.4649507098
496	0.46479246
497	0.4647792573
498	0.4647782405
499	0.4646151698
500	0.4645967374
501	0.4644912607
502	0.464448866
503	0.4642447314
504	0.4639788117
505	0.463974861
506	0.4639482542
507	0.4637279028
508	0.4636030461
509	0.4636017487
510	0.4635854847
511	0.4635838165
512	0.463557589
513	0.4635291972
514	0.4634861275
515	0.4634625672
516	0.463445603
517	0.4634209127
518	0.4633489511
519	0.4633450877
520	0.4633274083
521	0.4633048291
522	0.4632891111
523	0.4632242396
524	0.4632172372
525	0.4632082251
526	0.4632077923
527	0.4632074058
528	0.4631472692
529	0.4628879431
530	0.4628080855
531	0.4627890241
532	0.4627705808
533	0.4627542876
534	0.462514759
535	0.4624754345
536	0.4622587182
537	0.4622523208
538	0.4620395291
539	0.4620379484
540	0.4619915469
541	0.4619143556
542	0.4618907771
543	0.461889909
544	0.4615819292
545	0.4615674556
546	0.4615364902
547	0.4614954067
548	0.4612106071
549	0.4611401794
550	0.4611227727
551	0.4610997904
552	0.4610994643
553	0.4610978803
554	0.4610774748
555	0.4610573168
556	0.4609001693
557	0.4608967825
558	0.4608567606
559	0.4608562945
560	0.4608360492
561	0.4608048326
562	0.4608046928
563	0.4607963328
564	0.460777701
565	0.4607599386
566	0.4607506765
567	0.4607378086
568	0.4607359126
569	0.4607329442
570	0.4607317475
571	0.4607268053
572	0.4607223915
573	0.4607222517
574	0.4605540446
575	0.4605160454
576	0.4604873728
577	0.4604827079
578	0.4604061035
579	0.4603888868
580	0.4601130354
581	0.4600990136
582	0.4600570857
583	0.4600542064
584	0.4600537083
585	0.4600475604
586	0.4600329763
587	0.4600328829
588	0.4598998923
589	0.4598873587
590	0.4598863467
591	0.459877534
592	0.4598622438
593	0.4597296555
594	0.4592429995
595	0.4587887439
596	0.4587796604
597	0.4587284651
598	0.4587235326
599	0.4585138038
600	0.4584987649
601	0.4584853028
602	0.4583276796
603	0.4583236489
604	0.4582408708
605	0.458226573
606	0.4581047341
607	0.4580931517
608	0.4580873214
609	0.4574751284
610	0.4574729684
611	0.4574369829
612	0.4574148017
613	0.4573999301
614	0.4573916018
615	0.4572103299
616	0.4571931494
617	0.4568162536
618	0.456779511
619	0.4566500575
620	0.4566028418
621	0.4565720259
622	0.4565651881
623	0.4565573935
624	0.4562806224
625	0.4562127924
626	0.456209465
627	0.4560068709
628	0.4559496165
629	0.45594401
630	0.4559421882
631	0.4559421411
632	0.4559329852
633	0.4559164634
634	0.4559138091
635	0.4559105895
636	0.4558735383
637	0.4558729885
638	0.4555817509
639	0.455486087
640	0.4554793901
641	0.4554774093
642	0.4554757115
643	0.4554596447
644	0.4554565004
645	0.4554483252
646	0.4554388764
647	0.4554323518
648	0.4554276037
649	0.4551983614
650	0.455194822
651	0.4551854466
652	0.4551839837
653	0.4551331862
654	0.4551179726
655	0.4551059839
656	0.4551022079
657	0.4550871191
658	0.4550750037
659	0.4550642569
660	0.455057837
661	0.454956161
662	0.454907951
663	0.4548987429
664	0.4548604758
665	0.4548604128
666	0.4548072492
667	0.4548071547
668	0.4545101771
669	0.4543261952
670	0.4542993859
671	0.4542947205
672	0.4542810235
673	0.4540620677
674	0.4540404628
675	0.4540091102
676	0.4539912566
677	0.4539876132
678	0.4539260501
679	0.4539234631
680	0.4539156389
681	0.4538939797
682	0.4538618439
683	0.4538220852
684	0.4538203023
685	0.4538166575
686	0.4537992855
687	0.4536565915
688	0.4536498045
689	0.4536395448
690	0.453626049
691	0.4536203506
692	0.4535898057
693	0.4535887322
694	0.4532193611
695	0.4532062952
696	0.4531802255
697	0.4528891851
698	0.4528882839
699	0.4526972053
700	0.4526926025
701	0.4526847096
702	0.4525317907
703	0.4525161099
704	0.4524926272
705	0.4524861709
706	0.4524795403
707	0.4524788915
708	0.4524769767
709	0.4520317307
710	0.4518196089
711	0.4518100208
712	0.4517004963
713	0.4516939969
714	0.4516928713
715	0.4514631601
716	0.4514609079
717	0.4514560228
718	0.4513586596
719	0.4513516794
720	0.4513324673
721	0.4513282472
722	0.4513196482
723	0.4513091927
724	0.4512365373
725	0.4512362358
726	0.4512177964
727	0.4512174472
728	0.4511859144
729	0.4510704601
730	0.451057697
731	0.4510573954
732	0.4510573002
733	0.4510470768
734	0.4510264705
735	0.4510166115
736	0.4510142619
737	0.4510140079
738	0.4510132299
739	0.4509985124
740	0.4509977662
741	0.4509857632
742	0.4509642491
743	0.4508667003
744	0.4508583942
745	0.450847261
746	0.4508398599
747	0.4507702105
748	0.4507688285
749	0.4506451322
750	0.4506053439
751	0.4505761043
752	0.4505739907
753	0.4505468627
754	0.4504311016
755	0.4504168261
756	0.4503823118
757	0.450326314
758	0.4503171234
759	0.4503070263
760	0.4502788168
761	0.4502746345
762	0.4502619125
763	0.4502596544
764	0.4502483155
765	0.4502412544
766	0.44995514
767	0.4497114533
768	0.4494708047
769	0.4494447572
770	0.4494410929
771	0.4493993498
772	0.4493448866
773	0.4493431178
774	0.4493426876
775	0.4493338594
776	0.4493200271
777	0.4492988476
778	0.4491888383
779	0.4491837213
780	0.4485447863
781	0.4485446586
782	0.4485442595
783	0.4485162584
784	0.4485149653
785	0.4484433262
786	0.4484320053
787	0.4484238777
788	0.4483727615
789	0.4483443185
790	0.4483440949
791	0.4483347999
792	0.4483337458
793	0.448328619
794	0.4483191958
795	0.4482858458
796	0.4481010981
797	0.4480922614
798	0.4480671725
799	0.4480527418
800	0.4480509519
801	0.4480507441
802	0.4480454064
803	0.4480452466
804	0.4479081532
805	0.4478991208
806	0.4478772826
807	0.4478724544
808	0.4478613748
809	0.4478597441
810	0.4478504549
811	0.44782321
812	0.4478230661
813	0.4478205078
814	0.4478038305
815	0.4478036866
816	0.4478023114
817	0.4478021036
818	0.4475043493
819	0.4475043333
820	0.4475019492
821	0.4474666981
822	0.4474644258
823	0.4474563126
824	0.4474536402
825	0.4474057101
826	0.447405614
827	0.4473915781
828	0.4473766294
829	0.4473674263
830	0.4473642091
831	0.447202394
832	0.4471986633
833	0.4471985992
834	0.4471919063
835	0.4471906734
836	0.4471856296
837	0.4471422987
838	0.4471357971
839	0.4471034799
840	0.4471025831
841	0.446640453
842	0.4466207817
843	0.4466194029
844	0.4466024884
845	0.4465663164
846	0.4465659797
847	0.4465603997
848	0.4465519654
849	0.446265748
850	0.4462645767
851	0.4462645767
852	0.4462582068
853	0.4462581265
854	0.4462538103
855	0.446221702
856	0.4462183482
857	0.4462170966
858	0.446216214
859	0.4461900728
860	0.446184761
861	0.4460103489
862	0.4459875351
863	0.4459789135
864	0.4459548457
865	0.4459474597
866	0.4459471386
867	0.445942145
868	0.4459408925
869	0.4458711042
870	0.4458706866
871	0.4458700603
872	0.4456122812
873	0.4456111243
874	0.4456099834
875	0.4456096299
876	0.4456050342
877	0.4455964051
878	0.4455211305
879	0.4455206001
880	0.4454633481
881	0.4454623355
882	0.4454587991
883	0.4454586866
884	0.4454549735
885	0.4454545395
886	0.4454520962
887	0.4454455377
888	0.4453764435
889	0.4453754628
890	0.4453727939
891	0.4453673919
892	0.4453114709
893	0.4450210768
894	0.4450200792
895	0.4450200149
896	0.4448639785
897	0.4448607754
898	0.4448505223
899	0.4448308684
900	0.444821017
901	0.4447561083
902	0.4447543695
903	0.4447525019
904	0.4447524375
905	0.4447494913
906	0.4447379959
907	0.4447362731
908	0.4446363595
909	0.444632253
910	0.4445979178
911	0.4445600365
912	0.4445495831
913	0.4445487133
914	0.4445441228
915	0.4442939549
916	0.4442733578
917	0.4442730516
918	0.4442428471
919	0.4442408968
920	0.4442400909
921	0.4442299685
922	0.44400375
923	0.4440034436
924	0.4440026857
925	0.4440016213
926	0.4439746078
927	0.4439692211
928	0.4439111077
929	0.4438939286
930	0.4438885893
931	0.4438883796
932	0.443884863
933	0.4438836048
934	0.4438802817
935	0.4436099993
936	0.4435406191
937	0.4435403285
938	0.4435386011
939	0.4435347427
940	0.4435054567
941	0.4435028412
942	0.4434963508
943	0.4434883104
944	0.4434617016
945	0.443441195
946	0.4433891491
947	0.4433569141
948	0.4433249352
949	0.4433248221
950	0.4433230939
951	0.4433092194
952	0.4432978966
953	0.4432977189
954	0.4432973474
955	0.4432678034
956	0.443264815
957	0.4432507125
958	0.4432504864
959	0.4430777635
960	0.4430663702
961	0.4430636875
962	0.4427678894
963	0.4426479587
964	0.4424501273
965	0.4424500949
966	0.4424003764
967	0.4423986932
968	0.4423972527
969	0.4423972527
970	0.4423951647
971	0.4423294629
972	0.4423286697
973	0.4423226639
974	0.4423089362
975	0.4421923948
976	0.4421831486
977	0.4421796508
978	0.4421789869
979	0.4421652708
980	0.4421648498
981	0.4421646717
982	0.442065748
983	0.4420483677
984	0.4420476711
985	0.4420466183
986	0.442033789
987	0.4420010016
988	0.4419055899
989	0.4418983955
990	0.4418233984
991	0.4417700922
992	0.4417586651
993	0.4417580978
994	0.441757498
995	0.4417574008
996	0.4417565093
997	0.4415381214
998	0.4415227961
999	0.4415181092
